Date,Store_ID,Store_Size_SqFt,Department,Is_Holiday,Holiday_Name,Promotion_Discount,Temperature,Fuel_Price,CPI,Unemployment_Rate,Weekly_Sales,Year,Month,Week_of_Year,Quarter,Is_Month_End,Week_Sin,Week_Cos,Month_Sin,Month_Cos,Sales_Lag_1,Sales_Lag_2,Sales_Lag_4,Sales_Rolling_Mean_4,Sales_Rolling_Std_4,Sales_Rolling_Mean_12,Sales_Momentum_Ratio,Dept_Apparel,Dept_Electronics,Dept_Grocery,Dept_Home_Garden,Dept_Pharmacy,Holiday_Christmas_Holiday,Holiday_Easter,Holiday_Labor_Day,Holiday_Regular_Week,Holiday_Super_Bowl,Holiday_Thanksgiving_BlackFriday,Store_Store_01,Store_Store_02,Store_Store_03,Store_Store_04,Store_Store_05,Store_Store_06,Store_Store_07,Store_Store_08,Store_Store_09,Store_Store_10
2021-04-09,Store_01,191958,Apparel,1,Easter,0.0,54.1,3.66,217.39,8.35,30792.11,2021,4,14,2,0,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998,48816.09,30140.42,22281.03,31087.795,12333.372352103597,26207.516666666663,1.5702654364613942,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-16,Store_01,191958,Apparel,0,Regular_Week,0.13,53.7,3.65,217.74,8.31,30025.52,2021,4,15,2,0,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,30792.11,48816.09,23113.64,33215.565,10965.930875356644,27052.58083333333,0.9270385733534747,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-23,Store_01,191958,Apparel,0,Regular_Week,0.0,53.7,3.67,217.78,8.24,24925.85,2021,4,16,2,0,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998,30025.52,30792.11,30140.42,34943.534999999996,9254.528567177267,27848.454999999998,0.8592582287798707,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-04-30,Store_01,191958,Apparel,0,Regular_Week,0.0,65.8,3.73,219.2,8.14,26672.15,2021,4,17,2,1,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,24925.85,30025.52,48816.09,33639.8925,10447.089881666812,27528.955,0.7409610477379018,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-07,Store_01,191958,Apparel,0,Regular_Week,0.2,63.7,3.66,218.45,8.06,37517.09,2021,5,18,2,0,0.8229838658936565,-0.5680647467311557,0.49999999999999994,-0.8660254037844387,26672.15,24925.85,30792.11,28103.9075,2773.0252008276193,27419.304999999997,0.9490548597382571,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-14,Store_01,191958,Apparel,0,Regular_Week,0.2,67.1,3.68,218.12,8.15,39344.73,2021,5,19,2,0,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387,37517.09,26672.15,30025.52,29785.152499999997,5572.080383198458,28147.501666666667,1.259590327341923,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-21,Store_01,191958,Apparel,0,Regular_Week,0.19,70.7,3.73,219.26,8.27,38511.24,2021,5,20,2,0,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,39344.73,37517.09,24925.85,32114.955,7365.687704437388,29788.091666666664,1.225121753642463,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-05-28,Store_01,191958,Apparel,0,Regular_Week,0.0,79.9,3.76,218.43,8.18,26795.71,2021,5,21,2,0,0.5680647467311558,-0.8229838658936564,0.49999999999999994,-0.8660254037844387,38511.24,39344.73,26672.15,35511.3025,5939.938041626234,31137.771666666667,1.0844783851325985,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-06-04,Store_01,191958,Apparel,0,Regular_Week,0.0,78.4,3.8,219.34,8.02,25807.37,2021,6,22,2,0,0.46472317204376906,-0.8854560256532096,1.2246467991473532e-16,-1.0,26795.71,38511.24,37517.09,35542.1925,5878.653778841874,31577.965,0.753912691020985,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-06-11,Store_01,191958,Apparel,0,Regular_Week,0.06,82.6,3.86,218.44,8.15,30393.65,2021,6,23,2,0,0.35460488704253584,-0.9350162426854147,1.2246467991473532e-16,-1.0,25807.37,26795.71,39344.73,32614.7625,7308.9642245185305,31871.826666666664,0.7912787956707399,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-06-18,Store_01,191958,Apparel,0,Regular_Week,0.0,78.6,3.84,218.95,8.15,25905.93,2021,6,24,2,0,0.23931566428755768,-0.970941817426052,1.2246467991473532e-16,-1.0,30393.65,25807.37,38511.24,30376.9925,5769.843845399258,32478.49416666667,1.0005483587618003,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-06-25,Store_01,191958,Apparel,0,Regular_Week,0.0,86.6,3.79,219.91,8.01,25296.69,2021,6,25,2,0,0.12053668025532308,-0.992708874098054,1.2246467991473532e-16,-1.0,25905.93,30393.65,26795.71,27225.665,2158.259440652726,32125.62,0.951526068894359,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-07-02,Store_01,191958,Apparel,0,Regular_Week,0.0,80.7,3.8,220.37,8.1,25535.47,2021,7,26,3,0,-3.216245299353273e-16,-1.0,-0.4999999999999997,-0.8660254037844388,25296.69,25905.93,25807.37,26850.910000000003,2376.8725563928065,30165.670000000002,0.9421166727898171,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-07-09,Store_01,191958,Apparel,0,Regular_Week,0.0,83.9,3.75,220.28,8.07,25646.46,2021,7,27,3,0,-0.12053668025532283,-0.992708874098054,-0.4999999999999997,-0.8660254037844388,25535.47,25296.69,30393.65,26782.934999999998,2420.1579636805955,29727.61666666667,0.953423140162412,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-07-16,Store_01,191958,Apparel,0,Regular_Week,0.0,86.5,3.79,220.33,7.94,26475.5,2021,7,28,3,0,-0.23931566428755743,-0.9709418174260521,-0.4999999999999997,-0.8660254037844388,25646.46,25535.47,25905.93,25596.1375,252.88541402165424,29362.695000000003,1.0019660188956376,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-07-23,Store_01,191958,Apparel,0,Regular_Week,0.15,86.7,3.78,220.43,8.07,32374.69,2021,7,29,3,0,-0.3546048870425356,-0.9350162426854148,-0.4999999999999997,-0.8660254037844388,26475.5,25646.46,25296.69,25738.53,512.528898372155,29491.8325,1.028632947946665,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-07-30,Store_01,191958,Apparel,0,Regular_Week,0.0,88.1,3.8,220.03,8.08,23465.33,2021,7,30,3,0,-0.46472317204376806,-0.8854560256532101,-0.4999999999999997,-0.8660254037844388,32374.69,26475.5,25535.47,27508.03,3271.4387036389094,29967.04416666667,1.176917794121601,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-08-06,Store_01,191958,Apparel,0,Regular_Week,0.0,85.3,3.73,220.6,8.11,24520.87,2021,8,31,3,0,-0.5680647467311556,-0.8229838658936566,-0.8660254037844385,-0.5000000000000004,23465.33,32374.69,25646.46,26990.495,3807.361028608478,28796.064166666663,0.8693923542827235,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-08-13,Store_01,191958,Apparel,0,Regular_Week,0.0,78.1,3.79,220.92,8.09,30877.57,2021,8,32,3,0,-0.663122658240795,-0.7485107481711013,-0.8660254037844385,-0.5000000000000004,24520.87,23465.33,26475.5,26709.0975,3977.5986622531777,27560.742500000004,0.9180718289271766,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-08-20,Store_01,191958,Apparel,0,Regular_Week,0.0,81.6,3.82,221.87,7.83,29882.8,2021,8,33,3,0,-0.7485107481711011,-0.6631226582407952,-0.8660254037844385,-0.5000000000000004,30877.57,24520.87,32374.69,27809.614999999998,4469.933387792257,26924.603333333333,1.1103199375071104,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-08-27,Store_01,191958,Apparel,0,Regular_Week,0.0,79.0,3.73,221.71,7.86,27608.21,2021,8,34,3,0,-0.8229838658936564,-0.5680647467311559,-0.8660254037844385,-0.5000000000000004,29882.8,30877.57,23465.33,27186.642499999998,3734.823548686732,27181.860833333336,1.0991721390020222,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-09-03,Store_01,191958,Apparel,1,Labor_Day,0.23,78.6,3.73,220.85,7.99,50865.66,2021,9,35,3,0,-0.8854560256532096,-0.4647231720437691,-1.0,-1.8369701987210297e-16,27608.21,29882.8,24520.87,28222.3625,2821.666740319449,27331.930833333332,0.9782387987617129,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-09-10,Store_01,191958,Apparel,1,Labor_Day,0.0,76.1,3.73,222.09,7.97,37277.0,2021,9,36,3,0,-0.9350162426854147,-0.3546048870425359,-1.0,-1.8369701987210297e-16,50865.66,27608.21,30877.57,34808.56,10791.837880086361,29037.931666666667,1.4612974505520202,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-09-17,Store_01,191958,Apparel,0,Regular_Week,0.0,75.6,3.65,221.92,7.96,22411.5,2021,9,37,3,0,-0.970941817426052,-0.23931566428755774,-1.0,-1.8369701987210297e-16,37277.0,50865.66,29882.8,36408.417499999996,10484.808567040789,29985.520833333332,1.0238566394642512,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-09-24,Store_01,191958,Apparel,0,Regular_Week,0.0,69.9,3.66,221.97,8.28,21575.53,2021,9,38,3,0,-0.992708874098054,-0.12053668025532357,-1.0,-1.8369701987210297e-16,22411.5,37277.0,27608.21,34540.5925,12505.579646508135,29745.088333333333,0.6488452678833331,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-10-01,Store_01,191958,Apparel,0,Regular_Week,0.0,68.3,3.62,222.81,7.93,21575.86,2021,10,39,4,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,21575.53,22411.5,50865.66,33032.4225,13905.696415408036,29415.093333333334,0.6531622073273122,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-10-08,Store_01,191958,Apparel,0,Regular_Week,0.0,65.3,3.6,223.21,7.97,21666.47,2021,10,40,4,0,-0.992708874098054,0.1205366802553232,-0.8660254037844386,0.5000000000000001,21575.86,21575.53,37277.0,25709.9725,7721.41064330163,29075.876666666667,0.839201986373497,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-10-15,Store_01,191958,Apparel,0,Regular_Week,0.0,60.6,3.53,223.35,7.94,20121.79,2021,10,41,4,0,-0.9709418174260521,0.23931566428755738,-0.8660254037844386,0.5000000000000001,21666.47,21575.86,22411.5,21807.34,405.0401334023841,28675.124166666665,0.9935402479194895,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-10-22,Store_01,191958,Apparel,0,Regular_Week,0.28,60.0,3.54,222.66,7.89,32262.14,2021,10,42,4,0,-0.9350162426854148,0.35460488704253557,-0.8660254037844386,0.5000000000000001,20121.79,21666.47,21575.53,21234.9125,743.3144365777797,27654.049166666664,0.9475805464479402,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-10-29,Store_01,191958,Apparel,0,Regular_Week,0.0,53.6,3.54,223.11,7.78,20534.04,2021,10,43,4,0,-0.8854560256532101,0.464723172043768,-0.8660254037844386,0.5000000000000001,32262.14,20121.79,21575.86,23906.565000000002,5615.16894335632,28387.11666666667,1.3495096424979875,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-05,Store_01,191958,Apparel,0,Regular_Week,0.22,53.2,3.55,223.63,7.87,28871.48,2021,11,44,4,0,-0.822983865893657,0.5680647467311548,-0.5000000000000004,0.8660254037844384,20534.04,32262.14,21666.47,23646.11,5781.025244648795,28054.88083333334,0.8683897686053268,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-12,Store_01,191958,Apparel,0,Regular_Week,0.0,52.7,3.49,224.14,7.7,19399.22,2021,11,45,4,0,-0.7485107481711011,0.6631226582407952,-0.5000000000000004,0.8660254037844384,28871.48,20534.04,20121.79,25447.3625,6073.66538069819,27887.70666666667,1.134556871607202,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-19,Store_01,191958,Apparel,0,Regular_Week,0.0,46.6,3.52,223.61,7.74,19931.3,2021,11,46,4,0,-0.6631226582407955,0.7485107481711007,-0.5000000000000004,0.8660254037844384,19399.22,28871.48,32262.14,25266.72,6291.687952274812,27014.074999999997,0.7677775347303578,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-11-26,Store_01,191958,Apparel,1,Thanksgiving_BlackFriday,0.0,42.0,3.34,223.95,7.7,34801.68,2021,11,47,4,0,-0.5680647467311559,0.8229838658936564,-0.5000000000000004,0.8660254037844384,19931.3,19399.22,20534.04,22184.01,4482.351082858189,26374.3325,0.8984534352001945,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2021-12-03,Store_01,191958,Apparel,0,Regular_Week,0.0,43.3,3.39,223.68,7.74,18504.75,2021,12,48,4,0,-0.4647231720437684,0.88545602565321,-2.4492935982947064e-16,1.0,34801.68,19931.3,28871.48,25750.92,7435.639876648144,25035.6675,1.3514732672263854,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-12-10,Store_01,191958,Apparel,0,Regular_Week,0.11,40.3,3.32,223.82,7.95,24105.57,2021,12,49,4,0,-0.35460488704253595,0.9350162426854147,-2.4492935982947064e-16,1.0,18504.75,34801.68,19399.22,23159.237500000003,7783.915753177082,23471.313333333335,0.7990224199743093,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-12-17,Store_01,191958,Apparel,0,Regular_Week,0.0,38.1,3.38,225.02,7.51,18346.1,2021,12,50,4,0,-0.2393156642875578,0.970941817426052,-2.4492935982947064e-16,1.0,24105.57,18504.75,19931.3,24335.825,7370.852831192604,23612.48583333333,0.9905384341847714,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2021-12-24,Store_01,191958,Apparel,1,Christmas_Holiday,0.0,38.0,3.2,225.49,7.75,36325.18,2021,12,51,4,0,-0.12053668025532363,0.992708874098054,-2.4492935982947064e-16,1.0,18346.1,24105.57,34801.68,23939.525,7720.905920881308,23343.36666666667,0.7663518800952183,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-12-31,Store_01,191958,Apparel,1,Christmas_Holiday,0.16,35.5,3.16,224.96,7.51,44874.32,2021,12,52,4,1,6.432490598706546e-16,1.0,-2.4492935982947064e-16,1.0,36325.18,18346.1,18504.75,24320.4,8439.489324791324,24572.476666666666,1.4936094794930965,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-01-07,Store_01,191958,Apparel,0,Regular_Week,0.0,35.6,3.13,225.69,7.6,20518.72,2022,1,1,1,0,0.12053668025532305,0.992708874098054,0.49999999999999994,0.8660254037844387,44874.32,36325.18,24105.57,30912.7925,11950.986390775104,26506.46416666667,1.4516423899744282,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-01-14,Store_01,191958,Apparel,0,Regular_Week,0.0,37.9,3.02,225.57,7.74,21827.6,2022,1,2,1,0,0.23931566428755774,0.970941817426052,0.49999999999999994,0.8660254037844387,20518.72,44874.32,18346.1,30016.08,12740.490818352855,26539.541666666668,0.6835909283678645,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-01-21,Store_01,191958,Apparel,0,Regular_Week,0.0,31.9,3.07,225.25,7.63,20661.44,2022,1,3,1,0,0.3546048870425356,0.9350162426854148,0.49999999999999994,0.8660254037844387,21827.6,20518.72,36325.18,30886.455,11758.583812476458,25669.996666666662,0.7067046053984813,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-01-28,Store_01,191958,Apparel,0,Regular_Week,0.0,33.0,3.02,225.95,7.49,20399.95,2022,1,4,1,0,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,20661.44,21827.6,44874.32,26970.52,11950.256541915744,25680.61333333333,0.7660749585969885,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-02-04,Store_01,191958,Apparel,0,Regular_Week,0.0,35.5,3.03,226.73,7.52,20724.04,2022,2,5,1,0,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,20399.95,20661.44,20518.72,20851.927499999998,659.1745377047329,24974.6525,0.9783244254142337,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-02-11,Store_01,191958,Apparel,1,Super_Bowl,0.13,34.2,3.0,226.14,7.64,37638.65,2022,2,6,1,0,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,20724.04,20399.95,21827.6,20903.2575,632.0132151769053,25085.054166666665,0.9914263358275971,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2022-02-18,Store_01,191958,Apparel,0,Regular_Week,0.0,42.7,3.05,227.13,7.48,21700.85,2022,2,7,1,0,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,37638.65,20724.04,20661.44,24856.02,8522.909316632047,26560.666666666668,1.5142669657031709,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-02-25,Store_01,191958,Apparel,0,Regular_Week,0.0,41.0,2.97,225.23,7.56,23212.48,2022,2,8,1,0,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,21700.85,37638.65,20399.95,25115.872499999998,8366.808485997415,25468.930833333332,0.8640293102045213,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-04,Store_01,191958,Apparel,0,Regular_Week,0.0,41.1,2.86,227.14,7.53,21945.69,2022,3,9,1,0,0.8854560256532099,0.4647231720437686,1.0,6.123233995736766e-17,23212.48,21700.85,20724.04,25819.005,7945.9811531134,25861.24166666667,0.8990462642154311,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-11,Store_01,191958,Apparel,0,Regular_Week,0.0,43.4,2.81,226.97,7.44,22858.7,2022,3,10,1,0,0.9350162426854148,0.35460488704253557,1.0,6.123233995736766e-17,21945.69,23212.48,37638.65,26124.417500000003,7704.687815745146,25681.251666666667,0.840045141354809,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-18,Store_01,191958,Apparel,0,Regular_Week,0.0,49.2,2.85,226.97,7.7,21941.97,2022,3,11,1,0,0.970941817426052,0.23931566428755804,1.0,6.123233995736766e-17,22858.7,21945.69,21700.85,22429.43,721.63546646947,26057.301666666666,1.01913869366313,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-25,Store_01,191958,Apparel,1,Easter,0.0,49.0,2.74,227.35,7.54,35217.5,2022,3,12,1,0,0.992708874098054,0.120536680255323,1.0,6.123233995736766e-17,21941.97,22858.7,23212.48,22489.71,646.6650243105846,24858.700833333332,0.9756448611495459,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-01,Store_01,191958,Apparel,1,Easter,0.0,54.4,2.87,226.51,7.26,34329.27,2022,4,13,2,0,1.0,-1.6081226496766366e-16,0.8660254037844387,-0.4999999999999998,35217.5,21941.97,21945.69,25490.965,6498.683006889421,24053.965833333332,1.381567939314354,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-08,Store_01,191958,Apparel,1,Easter,0.0,53.4,2.81,227.58,7.46,34487.87,2022,4,14,2,0,0.992708874098054,-0.12053668025532288,0.8660254037844387,-0.4999999999999998,34329.27,35217.5,22858.7,28586.86,7162.565637055856,25204.845,1.2008758565295816,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-15,Store_01,191958,Apparel,1,Easter,0.0,54.4,2.7,228.06,7.36,35466.87,2022,4,15,2,0,0.9709418174260521,-0.2393156642875575,0.8660254037844387,-0.4999999999999998,34487.87,34329.27,21941.97,31494.1525,6379.857439046614,26259.867499999997,1.0950562962140176,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-22,Store_01,191958,Apparel,0,Regular_Week,0.0,58.7,2.62,228.82,7.5,25226.08,2022,4,16,2,0,0.9350162426854148,-0.35460488704253545,0.8660254037844387,-0.4999999999999998,35466.87,34487.87,35217.5,34875.3775,552.360584725662,27493.653333333332,1.016960174548086,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-04-29,Store_01,191958,Apparel,0,Regular_Week,0.27,61.8,2.75,228.01,7.31,38983.99,2022,4,17,2,0,0.8854560256532099,-0.4647231720437685,0.8660254037844387,-0.4999999999999998,25226.08,35466.87,34329.27,32377.5225,4794.096462701995,27895.830833333337,0.7791232325514953,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-06,Store_01,191958,Apparel,0,Regular_Week,0.0,67.3,2.66,228.06,7.37,25357.16,2022,5,18,2,0,0.8229838658936565,-0.5680647467311557,0.49999999999999994,-0.8660254037844387,38983.99,25226.08,34487.87,33541.2025,5869.967990721226,29417.493333333332,1.162271686245515,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-13,Store_01,191958,Apparel,0,Regular_Week,0.0,69.5,2.71,228.4,7.41,26369.55,2022,5,19,2,0,0.7485107481711013,-0.663122658240795,0.49999999999999994,-0.8660254037844387,25357.16,38983.99,35466.87,31258.525,7038.216598128165,28394.03583333334,0.8112078222465046,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-05-20,Store_01,191958,Apparel,0,Regular_Week,0.0,75.9,2.56,229.3,7.43,26798.05,2022,5,20,2,0,0.6631226582407952,-0.7485107481711012,0.49999999999999994,-0.8660254037844387,26369.55,25357.16,25226.08,28984.195,6686.0820555962955,28783.094166666666,0.9097906631839212,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
