Date,Store_ID,Store_Size_SqFt,Department,Is_Holiday,Holiday_Name,Promotion_Discount,Temperature,Fuel_Price,CPI,Unemployment_Rate,Weekly_Sales
2022-06-10,Store_01,191958,Apparel,0,None,0.19,77.9,2.61,229.68,7.25,40097.52
2022-06-17,Store_01,191958,Apparel,0,None,0.0,81.2,2.58,229.66,7.22,26925.9
2022-06-24,Store_01,191958,Apparel,0,None,0.26,81.1,2.63,230.29,7.44,41466.43
2022-07-01,Store_01,191958,Apparel,0,None,0.0,87.3,2.55,229.65,7.29,26194.82
2022-07-08,Store_01,191958,Apparel,0,None,0.0,78.4,2.59,230.03,7.11,24108.1
2022-07-15,Store_01,191958,Apparel,0,None,0.0,83.0,2.61,230.19,7.31,25605.3
2022-07-22,Store_01,191958,Apparel,0,None,0.23,88.0,2.64,229.85,7.41,37492.39
2022-07-29,Store_01,191958,Apparel,0,None,0.0,83.6,2.65,230.92,7.29,27220.57
2022-08-05,Store_01,191958,Apparel,0,None,0.0,83.3,2.57,231.09,7.02,23704.04
2022-08-12,Store_01,191958,Apparel,0,None,0.0,87.1,2.56,231.16,7.11,31185.84
2022-08-19,Store_01,191958,Apparel,0,None,0.0,82.1,2.72,231.23,7.26,30757.57
2022-08-26,Store_01,191958,Apparel,0,None,0.0,78.2,2.69,230.83,7.05,29348.17
2022-09-02,Store_01,191958,Apparel,1,Labor_Day,0.26,79.3,2.65,231.52,7.15,63458.72
2022-09-09,Store_01,191958,Apparel,1,Labor_Day,0.21,75.2,2.78,231.75,7.17,57256.49
2022-09-16,Store_01,191958,Apparel,0,None,0.0,80.0,2.73,231.71,6.98,23774.42
2022-09-23,Store_01,191958,Apparel,0,None,0.0,67.7,2.81,232.23,7.05,22734.95
2022-09-30,Store_01,191958,Apparel,0,None,0.0,70.3,2.78,232.7,6.72,20950.8
2022-10-07,Store_01,191958,Apparel,0,None,0.0,68.5,2.91,233.64,6.92,22216.23
2022-10-14,Store_01,191958,Apparel,0,None,0.16,68.7,2.92,232.97,6.98,29680.3
2022-10-21,Store_01,191958,Apparel,0,None,0.0,59.6,2.85,233.21,6.87,21154.01
2022-10-28,Store_01,191958,Apparel,0,None,0.16,56.8,2.94,233.23,7.14,27335.98
2022-11-04,Store_01,191958,Apparel,0,None,0.0,55.3,2.95,232.5,6.82,20802.86
2022-11-11,Store_01,191958,Apparel,0,None,0.0,50.4,3.02,233.64,6.9,20883.42
2022-11-18,Store_01,191958,Apparel,0,None,0.0,46.8,2.94,233.88,6.94,20287.42
2022-11-25,Store_01,191958,Apparel,1,Thanksgiving_BlackFriday,0.05,51.3,3.06,235.27,7.06,35817.18
2022-12-02,Store_01,191958,Apparel,0,None,0.0,42.5,3.11,234.13,6.75,18958.24
2022-12-09,Store_01,191958,Apparel,0,None,0.0,38.1,3.0,234.57,7.0,20105.66
2022-12-16,Store_01,191958,Apparel,0,None,0.0,42.1,3.07,234.6,6.87,19709.74
2022-12-23,Store_01,191958,Apparel,1,Christmas_Holiday,0.2,37.4,3.06,234.22,6.75,51187.65
2022-12-30,Store_01,191958,Apparel,1,Christmas_Holiday,0.0,36.7,3.19,235.57,6.88,37879.83
2023-01-06,Store_01,191958,Apparel,0,None,0.0,37.7,3.27,235.57,6.84,21006.63
2023-01-13,Store_01,191958,Apparel,0,None,0.0,38.2,3.35,235.78,6.74,19548.05
2023-01-20,Store_01,191958,Apparel,0,None,0.0,32.9,3.31,235.12,6.79,21778.8
2023-01-27,Store_01,191958,Apparel,0,None,0.0,39.3,3.43,236.47,6.73,23473.45
2023-02-03,Store_01,191958,Apparel,0,None,0.0,32.4,3.31,235.26,6.76,23435.84
2023-02-10,Store_01,191958,Apparel,1,Super_Bowl,0.18,38.9,3.33,236.45,6.8,41502.74
2023-02-17,Store_01,191958,Apparel,0,None,0.0,35.3,3.44,237.44,6.88,23149.19
2023-02-24,Store_01,191958,Apparel,0,None,0.0,39.9,3.5,236.04,6.58,23219.1
2023-03-03,Store_01,191958,Apparel,0,None,0.0,46.4,3.51,236.45,6.9,23507.37
2023-03-10,Store_01,191958,Apparel,0,None,0.0,42.9,3.44,236.97,6.48,23453.39
2023-03-17,Store_01,191958,Apparel,0,None,0.12,45.7,3.57,236.86,6.64,28920.61
2023-03-24,Store_01,191958,Apparel,0,None,0.0,48.1,3.53,236.53,6.7,24013.82
2023-03-31,Store_01,191958,Apparel,1,Easter,0.0,49.1,3.66,237.53,6.65,34009.97
2023-04-07,Store_01,191958,Apparel,1,Easter,0.0,51.8,3.67,237.16,6.55,35647.71
2023-04-14,Store_01,191958,Apparel,1,Easter,0.28,65.2,3.63,238.12,6.57,54590.59
2023-04-21,Store_01,191958,Apparel,0,None,0.0,59.4,3.67,237.62,6.53,26095.76
2023-04-28,Store_01,191958,Apparel,0,None,0.0,60.6,3.66,239.04,6.5,26721.18
2023-05-05,Store_01,191958,Apparel,0,None,0.0,69.2,3.73,238.07,6.63,26244.25
2023-05-12,Store_01,191958,Apparel,0,None,0.0,64.3,3.79,238.49,6.56,28140.56
2023-05-19,Store_01,191958,Apparel,0,None,0.0,71.1,3.71,239.25,6.44,25679.77
2023-05-26,Store_01,191958,Apparel,0,None,0.0,76.9,3.8,238.42,6.59,27702.78
2023-06-02,Store_01,191958,Apparel,0,None,0.0,74.7,3.76,239.34,6.51,27324.98
2023-06-09,Store_01,191958,Apparel,0,None,0.0,76.0,3.75,240.08,6.55,26665.75
2023-06-16,Store_01,191958,Apparel,0,None,0.0,79.7,3.79,238.81,6.51,27476.65
2023-06-23,Store_01,191958,Apparel,0,None,0.14,82.4,3.75,239.9,6.35,35881.31
2023-06-30,Store_01,191958,Apparel,0,None,0.0,84.7,3.77,240.13,6.36,28703.35
2023-07-07,Store_01,191958,Apparel,0,None,0.21,79.1,3.74,240.58,6.48,39570.0
2023-07-14,Store_01,191958,Apparel,0,None,0.0,87.1,3.89,239.77,6.45,26347.93
2023-07-21,Store_01,191958,Apparel,0,None,0.0,86.1,3.79,239.92,6.37,26803.45
2023-07-28,Store_01,191958,Apparel,0,None,0.05,82.6,3.75,241.03,6.36,27225.78
2023-08-04,Store_01,191958,Apparel,0,None,0.0,82.3,3.78,241.11,6.46,25517.64
2023-08-11,Store_01,191958,Apparel,0,None,0.19,83.7,3.76,241.28,6.26,46634.8
2023-08-18,Store_01,191958,Apparel,0,None,0.0,79.5,3.74,241.52,6.36,31921.18
2023-08-25,Store_01,191958,Apparel,0,None,0.0,83.1,3.76,241.2,6.27,29439.11
2023-09-01,Store_01,191958,Apparel,1,Labor_Day,0.25,81.5,3.75,241.85,6.25,66751.47
2023-09-08,Store_01,191958,Apparel,1,Labor_Day,0.0,75.8,3.67,242.07,6.37,37896.63
2023-09-15,Store_01,191958,Apparel,0,None,0.0,72.1,3.64,241.76,6.32,24838.69
2023-09-22,Store_01,191958,Apparel,0,None,0.0,66.6,3.64,243.24,6.31,22263.78
2023-09-29,Store_01,191958,Apparel,0,None,0.16,73.3,3.51,242.74,6.34,29238.1
2023-10-06,Store_01,191958,Apparel,0,None,0.21,64.7,3.52,242.1,6.19,30407.95
2023-10-13,Store_01,191958,Apparel,0,None,0.15,66.7,3.64,243.21,6.24,30205.4
2023-10-20,Store_01,191958,Apparel,0,None,0.0,56.4,3.62,242.59,6.13,20581.36
2023-10-27,Store_01,191958,Apparel,0,None,0.0,55.2,3.5,243.66,6.18,22957.06
2023-11-03,Store_01,191958,Apparel,0,None,0.17,52.6,3.51,244.04,6.12,28603.45
2023-11-10,Store_01,191958,Apparel,0,None,0.0,49.7,3.46,243.24,6.12,20484.61
2023-11-17,Store_01,191958,Apparel,0,None,0.15,48.1,3.57,244.33,6.16,26899.42
2023-11-24,Store_01,191958,Apparel,1,Thanksgiving_BlackFriday,0.0,50.6,3.43,244.24,6.0,37863.54
2023-12-01,Store_01,191958,Apparel,0,None,0.0,42.4,3.34,244.64,6.27,19201.58
2023-12-08,Store_01,191958,Apparel,0,None,0.0,36.8,3.26,245.37,5.95,19459.52
2023-12-15,Store_01,191958,Apparel,0,None,0.0,39.9,3.19,244.49,5.91,21749.05
2023-12-22,Store_01,191958,Apparel,1,Christmas_Holiday,0.13,38.6,3.25,244.43,6.13,47483.29
2023-12-29,Store_01,191958,Apparel,1,Christmas_Holiday,0.12,34.8,3.16,244.56,6.08,45622.57
2021-01-01,Store_01,191958,Electronics,0,None,0.06,39.7,3.23,214.14,8.42,27457.97
2021-01-08,Store_01,191958,Electronics,0,None,0.0,37.9,3.27,214.91,8.48,22832.68
2021-01-15,Store_01,191958,Electronics,0,None,0.22,35.0,3.27,214.88,8.5,34783.41
2021-01-22,Store_01,191958,Electronics,0,None,0.0,34.1,3.26,215.73,8.48,24503.56
2021-01-29,Store_01,191958,Electronics,0,None,0.0,33.1,3.35,215.32,8.52,24102.61
2021-02-05,Store_01,191958,Electronics,1,Super_Bowl,0.0,38.7,3.34,215.26,8.42,37987.85
2021-02-12,Store_01,191958,Electronics,1,Super_Bowl,0.0,29.4,3.46,216.89,8.55,40954.12
2021-02-19,Store_01,191958,Electronics,0,None,0.0,34.6,3.44,216.23,8.36,24995.55
2021-02-26,Store_01,191958,Electronics,0,None,0.0,39.3,3.44,216.57,8.64,29020.02
2021-03-05,Store_01,191958,Electronics,0,None,0.0,41.2,3.49,216.02,8.42,26727.11
2021-03-12,Store_01,191958,Electronics,0,None,0.0,43.5,3.56,216.65,8.25,26499.36
2021-03-19,Store_01,191958,Electronics,0,None,0.0,45.9,3.54,217.17,8.22,26838.35
2021-03-26,Store_01,191958,Electronics,1,Easter,0.0,47.5,3.56,216.73,8.36,45542.49
2021-04-02,Store_01,191958,Electronics,1,Easter,0.09,53.0,3.64,217.69,8.27,54758.68
2021-04-09,Store_01,191958,Electronics,1,Easter,0.0,51.6,3.66,217.39,8.35,45347.42
2021-04-16,Store_01,191958,Electronics,0,None,0.0,55.0,3.65,217.74,8.31,30270.8
2021-04-23,Store_01,191958,Electronics,0,None,0.0,62.0,3.67,217.78,8.24,31461.16
2021-04-30,Store_01,191958,Electronics,0,None,0.27,61.4,3.73,219.2,8.14,52991.31
2021-05-07,Store_01,191958,Electronics,0,None,0.0,66.6,3.66,218.45,8.06,31347.38
2021-05-14,Store_01,191958,Electronics,0,None,0.0,75.4,3.68,218.12,8.15,30298.82
2021-05-21,Store_01,191958,Electronics,0,None,0.0,70.2,3.73,219.26,8.27,30021.49
2021-05-28,Store_01,191958,Electronics,0,None,0.0,72.6,3.76,218.43,8.18,31430.92
2021-06-04,Store_01,191958,Electronics,0,None,0.0,83.0,3.8,219.34,8.02,30373.47
2021-06-11,Store_01,191958,Electronics,0,None,0.0,81.0,3.86,218.44,8.15,31629.28
2021-06-18,Store_01,191958,Electronics,0,None,0.22,80.9,3.84,218.95,8.15,47713.96
2021-06-25,Store_01,191958,Electronics,0,None,0.0,77.1,3.79,219.91,8.01,32635.56
2021-07-02,Store_01,191958,Electronics,0,None,0.0,86.0,3.8,220.37,8.1,29778.26
2021-07-09,Store_01,191958,Electronics,0,None,0.0,79.9,3.75,220.28,8.07,29165.95
2021-07-16,Store_01,191958,Electronics,0,None,0.0,90.8,3.79,220.33,7.94,32183.27
2021-07-23,Store_01,191958,Electronics,0,None,0.0,84.9,3.78,220.43,8.07,28550.15
2021-07-30,Store_01,191958,Electronics,0,None,0.0,83.1,3.8,220.03,8.08,31976.85
2021-08-06,Store_01,191958,Electronics,0,None,0.0,88.4,3.73,220.6,8.11,30280.77
2021-08-13,Store_01,191958,Electronics,0,None,0.0,81.3,3.79,220.92,8.09,28729.67
2021-08-20,Store_01,191958,Electronics,0,None,0.0,80.1,3.82,221.87,7.83,29297.3
2021-08-27,Store_01,191958,Electronics,0,None,0.0,79.7,3.73,221.71,7.86,29066.35
2021-09-03,Store_01,191958,Electronics,1,Labor_Day,0.18,77.6,3.73,220.85,7.99,64489.47
2021-09-10,Store_01,191958,Electronics,1,Labor_Day,0.15,71.4,3.73,222.09,7.97,54537.74
2021-09-17,Store_01,191958,Electronics,0,None,0.0,77.7,3.65,221.92,7.96,25287.23
2021-09-24,Store_01,191958,Electronics,0,None,0.09,70.8,3.66,221.97,8.28,29496.87
2021-10-01,Store_01,191958,Electronics,0,None,0.0,69.6,3.62,222.81,7.93,24382.33
2021-10-08,Store_01,191958,Electronics,0,None,0.0,64.7,3.6,223.21,7.97,24690.89
2021-10-15,Store_01,191958,Electronics,0,None,0.06,64.6,3.53,223.35,7.94,29713.29
2021-10-22,Store_01,191958,Electronics,0,None,0.0,63.7,3.54,222.66,7.89,25108.19
2021-10-29,Store_01,191958,Electronics,0,None,0.0,58.3,3.54,223.11,7.78,24082.87
2021-11-05,Store_01,191958,Electronics,0,None,0.12,55.2,3.55,223.63,7.87,31064.56
2021-11-12,Store_01,191958,Electronics,0,None,0.0,49.1,3.49,224.14,7.7,24512.42
2021-11-19,Store_01,191958,Electronics,0,None,0.0,48.1,3.52,223.61,7.74,23054.33
2021-11-26,Store_01,191958,Electronics,1,Thanksgiving_BlackFriday,0.0,45.8,3.34,223.95,7.7,51250.25
2021-12-03,Store_01,191958,Electronics,0,None,0.0,44.8,3.39,223.68,7.74,24305.76
2021-12-10,Store_01,191958,Electronics,0,None,0.0,32.6,3.32,223.82,7.95,22529.29
2021-12-17,Store_01,191958,Electronics,0,None,0.13,40.6,3.38,225.02,7.51,29513.87
2021-12-24,Store_01,191958,Electronics,1,Christmas_Holiday,0.0,39.8,3.2,225.49,7.75,53398.43
2021-12-31,Store_01,191958,Electronics,1,Christmas_Holiday,0.0,34.7,3.16,224.96,7.51,53479.37
2022-01-07,Store_01,191958,Electronics,0,None,0.0,33.0,3.13,225.69,7.6,24796.33
2022-01-14,Store_01,191958,Electronics,0,None,0.0,36.3,3.02,225.57,7.74,25874.04
2022-01-21,Store_01,191958,Electronics,0,None,0.0,35.9,3.07,225.25,7.63,26347.67
2022-01-28,Store_01,191958,Electronics,0,None,0.0,38.7,3.02,225.95,7.49,24480.37
2022-02-04,Store_01,191958,Electronics,0,None,0.0,40.6,3.03,226.73,7.52,26315.97
2022-02-11,Store_01,191958,Electronics,1,Super_Bowl,0.0,34.4,3.0,226.14,7.64,42357.58
2022-02-18,Store_01,191958,Electronics,0,None,0.0,37.1,3.05,227.13,7.48,28648.38
2022-02-25,Store_01,191958,Electronics,0,None,0.0,40.8,2.97,225.23,7.56,25556.11
2022-03-04,Store_01,191958,Electronics,0,None,0.0,38.5,2.86,227.14,7.53,28576.16
2022-03-11,Store_01,191958,Electronics,0,None,0.0,45.5,2.81,226.97,7.44,29889.5
2022-03-18,Store_01,191958,Electronics,0,None,0.19,45.0,2.85,226.97,7.7,39978.5
2022-03-25,Store_01,191958,Electronics,1,Easter,0.0,43.5,2.74,227.35,7.54,43544.82
2022-04-01,Store_01,191958,Electronics,1,Easter,0.14,44.7,2.87,226.51,7.26,65634.68
2022-04-08,Store_01,191958,Electronics,1,Easter,0.0,57.0,2.81,227.58,7.46,42610.53
2022-04-15,Store_01,191958,Electronics,1,Easter,0.0,54.9,2.7,228.06,7.36,42752.4
2022-04-22,Store_01,191958,Electronics,0,None,0.14,66.9,2.62,228.82,7.5,39429.85
2022-04-29,Store_01,191958,Electronics,0,None,0.0,58.1,2.75,228.01,7.31,34559.11
2022-05-06,Store_01,191958,Electronics,0,None,0.0,68.2,2.66,228.06,7.37,32691.58
2022-05-13,Store_01,191958,Electronics,0,None,0.0,71.4,2.71,228.4,7.41,31872.82
2022-05-20,Store_01,191958,Electronics,0,None,0.0,72.8,2.56,229.3,7.43,31432.13
2022-05-27,Store_01,191958,Electronics,0,None,0.0,73.4,2.6,229.2,7.21,31428.8
2022-06-03,Store_01,191958,Electronics,0,None,0.0,73.6,2.62,228.97,7.28,32890.51
2022-06-10,Store_01,191958,Electronics,0,None,0.0,82.9,2.61,229.68,7.25,34666.79
2022-06-17,Store_01,191958,Electronics,0,None,0.0,82.9,2.58,229.66,7.22,31372.18
2022-06-24,Store_01,191958,Electronics,0,None,0.22,81.5,2.63,230.29,7.44,49965.56
2022-07-01,Store_01,191958,Electronics,0,None,0.0,79.4,2.55,229.65,7.29,32617.6
2022-07-08,Store_01,191958,Electronics,0,None,0.0,81.5,2.59,230.03,7.11,32172.97
2022-07-15,Store_01,191958,Electronics,0,None,0.0,86.5,2.61,230.19,7.31,31192.41
2022-07-22,Store_01,191958,Electronics,0,None,0.0,85.2,2.64,229.85,7.41,31769.05
2022-07-29,Store_01,191958,Electronics,0,None,0.0,86.4,2.65,230.92,7.29,30895.42
2022-08-05,Store_01,191958,Electronics,0,None,0.0,85.5,2.57,231.09,7.02,29114.53
2022-08-12,Store_01,191958,Electronics,0,None,0.0,88.6,2.56,231.16,7.11,30069.63
2022-08-19,Store_01,191958,Electronics,0,None,0.0,84.4,2.72,231.23,7.26,29074.77
2022-08-26,Store_01,191958,Electronics,0,None,0.0,83.3,2.69,230.83,7.05,31586.44
2022-09-02,Store_01,191958,Electronics,1,Labor_Day,0.21,76.2,2.65,231.52,7.15,72981.68
2022-09-09,Store_01,191958,Electronics,1,Labor_Day,0.23,72.9,2.78,231.75,7.17,66971.35
2022-09-16,Store_01,191958,Electronics,0,None,0.06,75.6,2.73,231.71,6.98,33492.12
2022-09-23,Store_01,191958,Electronics,0,None,0.0,76.5,2.81,232.23,7.05,26791.75
2022-09-30,Store_01,191958,Electronics,0,None,0.0,64.8,2.78,232.7,6.72,27249.71
2022-10-07,Store_01,191958,Electronics,0,None,0.22,66.0,2.91,233.64,6.92,38082.95
2022-10-14,Store_01,191958,Electronics,0,None,0.0,57.3,2.92,232.97,6.98,26592.98
2022-10-21,Store_01,191958,Electronics,0,None,0.0,64.9,2.85,233.21,6.87,24468.92
2022-10-28,Store_01,191958,Electronics,0,None,0.0,54.9,2.94,233.23,7.14,25266.29
2022-11-04,Store_01,191958,Electronics,0,None,0.25,51.7,2.95,232.5,6.82,40235.77
2022-11-11,Store_01,191958,Electronics,0,None,0.0,46.5,3.02,233.64,6.9,25104.14
2022-11-18,Store_01,191958,Electronics,0,None,0.0,54.7,2.94,233.88,6.94,25636.74
2022-11-25,Store_01,191958,Electronics,1,Thanksgiving_BlackFriday,0.0,42.2,3.06,235.27,7.06,59566.08
2022-12-02,Store_01,191958,Electronics,0,None,0.0,44.7,3.11,234.13,6.75,24284.07
2022-12-09,Store_01,191958,Electronics,0,None,0.0,39.2,3.0,234.57,7.0,24680.32
2022-12-16,Store_01,191958,Electronics,0,None,0.0,36.7,3.07,234.6,6.87,23305.41
2022-12-23,Store_01,191958,Electronics,1,Christmas_Holiday,0.0,38.1,3.06,234.22,6.75,56680.53
2022-12-30,Store_01,191958,Electronics,1,Christmas_Holiday,0.0,33.0,3.19,235.57,6.88,54270.38
2023-01-06,Store_01,191958,Electronics,0,None,0.3,31.5,3.27,235.57,6.84,43956.21
2023-01-13,Store_01,191958,Electronics,0,None,0.0,37.5,3.35,235.78,6.74,28146.44
2023-01-20,Store_01,191958,Electronics,0,None,0.24,36.2,3.31,235.12,6.79,41329.78
2023-01-27,Store_01,191958,Electronics,0,None,0.0,34.7,3.43,236.47,6.73,25328.32
2023-02-03,Store_01,191958,Electronics,0,None,0.0,33.1,3.31,235.26,6.76,24906.16
2023-02-10,Store_01,191958,Electronics,1,Super_Bowl,0.16,38.1,3.33,236.45,6.8,59168.39
2023-02-17,Store_01,191958,Electronics,0,None,0.0,45.3,3.44,237.44,6.88,28101.0
2023-02-24,Store_01,191958,Electronics,0,None,0.0,39.4,3.5,236.04,6.58,28422.22
2023-03-03,Store_01,191958,Electronics,0,None,0.0,41.0,3.51,236.45,6.9,29509.08
2023-03-10,Store_01,191958,Electronics,0,None,0.0,45.2,3.44,236.97,6.48,29178.67
2023-03-17,Store_01,191958,Electronics,0,None,0.22,43.5,3.57,236.86,6.64,45762.56
2023-03-24,Store_01,191958,Electronics,0,None,0.0,48.4,3.53,236.53,6.7,30165.0
2023-03-31,Store_01,191958,Electronics,1,Easter,0.0,51.7,3.66,237.53,6.65,47611.11
2023-04-07,Store_01,191958,Electronics,1,Easter,0.0,56.5,3.67,237.16,6.55,47146.91
