Date,Store_ID,Store_Name,City,State,Department,Weekly_Sales,Promotion_Discount,Is_Holiday,Holiday_Name,Temperature_C,Fuel_Price_INR,CPI,Unemployment_Rate,Store_Size_SqFt
2024-01-12,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Apparel,393583.4,0.15,0,Regular_Week,30.8,98.1,182.3,7.56,125000
2024-01-12,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Home_Garden,296409.9,0.15,0,Regular_Week,32.5,98.1,182.3,7.56,125000
2024-01-12,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Pharmacy,174905.73,0.0,0,Regular_Week,30.9,98.1,182.3,7.56,125000
2024-01-12,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Grocery,484106.55,0.1,0,Regular_Week,23.2,98.1,182.3,7.56,130000
2024-01-12,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Electronics,604827.01,0.0,0,Regular_Week,21.9,98.1,182.3,7.56,130000
2024-01-12,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Apparel,379254.65,0.1,0,Regular_Week,22.8,98.1,182.3,7.56,130000
2024-01-12,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Home_Garden,234400.32,0.0,0,Regular_Week,23.8,98.1,182.3,7.56,130000
2024-01-12,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Pharmacy,178907.47,0.05,0,Regular_Week,24.0,98.1,182.3,7.56,130000
2024-01-12,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Grocery,381039.25,0.05,0,Regular_Week,32.2,98.1,182.3,7.56,110000
2024-01-12,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Electronics,580014.4,0.1,0,Regular_Week,32.5,98.1,182.3,7.56,110000
2024-01-12,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Apparel,301592.36,0.0,0,Regular_Week,32.3,98.1,182.3,7.56,110000
2024-01-12,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Home_Garden,213568.22,0.0,0,Regular_Week,31.1,98.1,182.3,7.56,110000
2024-01-12,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Pharmacy,165345.46,0.0,0,Regular_Week,30.8,98.1,182.3,7.56,110000
2024-01-12,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Grocery,369708.15,0.0,0,Regular_Week,22.6,98.1,182.3,7.56,95000
2024-01-12,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Electronics,539564.02,0.0,0,Regular_Week,23.2,98.1,182.3,7.56,95000
2024-01-12,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Apparel,302001.9,0.0,0,Regular_Week,23.8,98.1,182.3,7.56,95000
2024-01-12,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Home_Garden,214550.47,0.0,0,Regular_Week,22.3,98.1,182.3,7.56,95000
2024-01-12,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Pharmacy,167549.16,0.1,0,Regular_Week,22.2,98.1,182.3,7.56,95000
2024-01-12,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Grocery,393513.18,0.0,0,Regular_Week,30.0,98.1,182.3,7.56,120000
2024-01-12,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Electronics,647170.64,0.0,0,Regular_Week,30.3,98.1,182.3,7.56,120000
2024-01-12,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Apparel,391380.89,0.15,0,Regular_Week,28.5,98.1,182.3,7.56,120000
2024-01-12,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Home_Garden,269749.54,0.15,0,Regular_Week,30.0,98.1,182.3,7.56,120000
2024-01-12,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Pharmacy,177284.06,0.0,0,Regular_Week,28.3,98.1,182.3,7.56,120000
2024-01-12,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Grocery,303718.66,0.0,0,Regular_Week,14.0,98.1,182.3,7.56,85000
2024-01-12,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Electronics,475266.96,0.0,0,Regular_Week,14.5,98.1,182.3,7.56,85000
2024-01-12,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Apparel,314142.2,0.15,0,Regular_Week,13.0,98.1,182.3,7.56,85000
2024-01-12,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Home_Garden,203705.3,0.0,0,Regular_Week,14.7,98.1,182.3,7.56,85000
2024-01-12,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Pharmacy,139441.8,0.0,0,Regular_Week,14.3,98.1,182.3,7.56,85000
2024-01-12,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Grocery,362974.16,0.0,0,Regular_Week,32.7,98.1,182.3,7.56,90000
2024-01-12,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Electronics,582000.81,0.05,0,Regular_Week,33.0,98.1,182.3,7.56,90000
2024-01-12,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Apparel,286058.33,0.0,0,Regular_Week,32.0,98.1,182.3,7.56,90000
2024-01-12,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Home_Garden,255001.74,0.15,0,Regular_Week,32.1,98.1,182.3,7.56,90000
2024-01-12,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Pharmacy,147716.59,0.0,0,Regular_Week,31.9,98.1,182.3,7.56,90000
2024-01-19,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Grocery,477343.86,0.0,0,Regular_Week,32.3,97.96,182.0,7.01,165000
2024-01-19,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Electronics,708638.84,0.05,0,Regular_Week,31.5,97.96,182.0,7.01,165000
2024-01-19,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Apparel,480334.18,0.15,0,Regular_Week,32.3,97.96,182.0,7.01,165000
2024-01-19,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Home_Garden,341635.72,0.15,0,Regular_Week,31.8,97.96,182.0,7.01,165000
2024-01-19,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Pharmacy,259942.8,0.15,0,Regular_Week,32.4,97.96,182.0,7.01,165000
2024-01-19,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Grocery,467214.8,0.05,0,Regular_Week,30.4,97.96,182.0,7.01,140000
2024-01-19,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Electronics,611526.0,0.0,0,Regular_Week,28.6,97.96,182.0,7.01,140000
2024-01-19,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Apparel,346907.53,0.05,0,Regular_Week,28.3,97.96,182.0,7.01,140000
2024-01-19,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Home_Garden,256010.81,0.0,0,Regular_Week,28.1,97.96,182.0,7.01,140000
2024-01-19,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Pharmacy,196635.32,0.0,0,Regular_Week,30.2,97.96,182.0,7.01,140000
2024-01-19,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Grocery,457749.54,0.0,0,Regular_Week,12.6,97.96,182.0,7.01,150000
2024-01-19,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Electronics,583821.46,0.0,0,Regular_Week,14.7,97.96,182.0,7.01,150000
2024-01-19,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Apparel,421710.26,0.1,0,Regular_Week,14.6,97.96,182.0,7.01,150000
2024-01-19,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Home_Garden,285869.77,0.05,0,Regular_Week,15.4,97.96,182.0,7.01,150000
2024-01-19,Store_03,New Delhi - Connaught Place Flagship,New Delhi,Delhi NCR,Pharmacy,184655.68,0.0,0,Regular_Week,15.0,97.96,182.0,7.01,150000
2024-01-19,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Grocery,363634.06,0.0,0,Regular_Week,33.9,97.96,182.0,7.01,125000
2024-01-19,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Electronics,566689.85,0.05,0,Regular_Week,33.8,97.96,182.0,7.01,125000
2024-01-19,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Apparel,318070.29,0.0,0,Regular_Week,31.9,97.96,182.0,7.01,125000
2024-01-19,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Home_Garden,236465.16,0.0,0,Regular_Week,34.4,97.96,182.0,7.01,125000
2024-01-19,Store_04,Chennai - T. Nagar Shopping Plaza,Chennai,Tamil Nadu,Pharmacy,155883.77,0.0,0,Regular_Week,34.5,97.96,182.0,7.01,125000
2024-01-19,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Grocery,407545.41,0.0,0,Regular_Week,28.9,97.96,182.0,7.01,130000
2024-01-19,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Electronics,628814.13,0.0,0,Regular_Week,28.3,97.96,182.0,7.01,130000
2024-01-19,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Apparel,341376.42,0.0,0,Regular_Week,29.7,97.96,182.0,7.01,130000
2024-01-19,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Home_Garden,241041.84,0.0,0,Regular_Week,27.5,97.96,182.0,7.01,130000
2024-01-19,Store_05,Hyderabad - Hitec City Cyber Towers,Hyderabad,Telangana,Pharmacy,156016.81,0.0,0,Regular_Week,28.9,97.96,182.0,7.01,130000
2024-01-19,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Grocery,457297.92,0.15,0,Regular_Week,25.6,97.96,182.0,7.01,110000
2024-01-19,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Electronics,546995.67,0.0,0,Regular_Week,28.1,97.96,182.0,7.01,110000
2024-01-19,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Apparel,326605.57,0.0,0,Regular_Week,27.0,97.96,182.0,7.01,110000
2024-01-19,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Home_Garden,229548.56,0.0,0,Regular_Week,27.2,97.96,182.0,7.01,110000
2024-01-19,Store_06,Kolkata - Park Street Cultural Mall,Kolkata,West Bengal,Pharmacy,187922.36,0.15,0,Regular_Week,27.6,97.96,182.0,7.01,110000
2024-01-19,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Grocery,362530.78,0.0,0,Regular_Week,30.6,97.96,182.0,7.01,95000
2024-01-19,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Electronics,507286.55,0.0,0,Regular_Week,31.1,97.96,182.0,7.01,95000
2024-01-19,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Apparel,271214.61,0.0,0,Regular_Week,31.1,97.96,182.0,7.01,95000
2024-01-19,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Home_Garden,201216.72,0.0,0,Regular_Week,30.5,97.96,182.0,7.01,95000
2024-01-19,Store_07,Pune - Kothrud Commercial Hub,Pune,Maharashtra,Pharmacy,146626.78,0.0,0,Regular_Week,32.5,97.96,182.0,7.01,95000
2024-01-19,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Grocery,352140.69,0.0,0,Regular_Week,28.9,97.96,182.0,7.01,120000
2024-01-19,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Electronics,629814.9,0.0,0,Regular_Week,27.9,97.96,182.0,7.01,120000
2024-01-19,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Apparel,324613.9,0.0,0,Regular_Week,26.7,97.96,182.0,7.01,120000
2024-01-19,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Home_Garden,233757.5,0.0,0,Regular_Week,28.9,97.96,182.0,7.01,120000
2024-01-19,Store_08,Ahmedabad - SG Highway Hypermarket,Ahmedabad,Gujarat,Pharmacy,176059.26,0.1,0,Regular_Week,29.1,97.96,182.0,7.01,120000
2024-01-19,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Grocery,342560.72,0.0,0,Regular_Week,12.5,97.96,182.0,7.01,85000
2024-01-19,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Electronics,480860.97,0.0,0,Regular_Week,13.7,97.96,182.0,7.01,85000
2024-01-19,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Apparel,297934.74,0.05,0,Regular_Week,14.0,97.96,182.0,7.01,85000
2024-01-19,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Home_Garden,211965.15,0.0,0,Regular_Week,13.4,97.96,182.0,7.01,85000
2024-01-19,Store_09,Jaipur - MI Road Heritage Store,Jaipur,Rajasthan,Pharmacy,156632.75,0.0,0,Regular_Week,13.0,97.96,182.0,7.01,85000
2024-01-19,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Grocery,400893.27,0.15,0,Regular_Week,32.6,97.96,182.0,7.01,90000
2024-01-19,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Electronics,517706.41,0.0,0,Regular_Week,30.3,97.96,182.0,7.01,90000
2024-01-19,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Apparel,275851.29,0.0,0,Regular_Week,30.4,97.96,182.0,7.01,90000
2024-01-19,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Home_Garden,236479.61,0.15,0,Regular_Week,30.1,97.96,182.0,7.01,90000
2024-01-19,Store_10,Kochi - Marine Drive Coastal Mall,Kochi,Kerala,Pharmacy,140439.02,0.0,0,Regular_Week,30.5,97.96,182.0,7.01,90000
2024-01-26,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Grocery,734949.55,0.15,1,Republic_Day_Mega_Sale,32.5,97.05,182.3,7.19,165000
2024-01-26,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Electronics,1319412.73,0.2,1,Republic_Day_Mega_Sale,32.2,97.05,182.3,7.19,165000
2024-01-26,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Apparel,684934.97,0.2,1,Republic_Day_Mega_Sale,34.3,97.05,182.3,7.19,165000
2024-01-26,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Home_Garden,402724.83,0.15,1,Republic_Day_Mega_Sale,34.1,97.05,182.3,7.19,165000
2024-01-26,Store_01,Mumbai - Bandra Kurla Complex (BKC),Mumbai,Maharashtra,Pharmacy,329715.72,0.15,1,Republic_Day_Mega_Sale,31.8,97.05,182.3,7.19,165000
2024-01-26,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Grocery,660379.78,0.15,1,Republic_Day_Mega_Sale,28.4,97.05,182.3,7.19,140000
2024-01-26,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Electronics,1223679.23,0.2,1,Republic_Day_Mega_Sale,30.5,97.05,182.3,7.19,140000
2024-01-26,Store_02,Bengaluru - Indiranagar Tech Hub,Bengaluru,Karnataka,Apparel,605137.34,0.2,1,Republic_Day_Mega_Sale,28.2,97.05,182.3,7.19,140000
